"","Postal_Code","County","Row_ID","Order_Date","Ship_Date","Ship_Mode","Customer_ID","Customer_Name","Segment","City","State","Region","Product_ID","Category","Sub_Category","Product_Name","Sales","Quantity","Discount","Profit","Month","Year","Fulfillment","STATEFIPS"
"13","60090","Cook County",2592,2016-09-08,2016-09-14,"Standard Class","SE-20110","Sanjit Engle","Consumer","Wheeling","IL","Central","FUR-TA-10003569","Furniture","Tables","Bretford CR8500 Series Meeting Room Furniture",601.47,3,50,-300.735,"Sep",2016,6,"17"
"14","60098","McHenry County",2845,2016-12-27,2016-12-31,"Standard Class","BG-11695","Brooke Gillingham","Corporate","Woodstock","IL","Central","FUR-CH-10004853","Furniture","Chairs","Global Manager's Adjustable Task Chair, Storm",845.488,8,30,-12.0784000000001,"Dec",2016,4,"17"
"15","60126","DuPage County",6548,2014-03-01,2014-03-05,"Standard Class","VF-21715","Vicky Freymann","Home Office","Elmhurst","IL","Central","FUR-CH-10000863","Furniture","Chairs","Novimex Swivel Fabric Task Chair",634.116,6,30,-172.1172,"Mar",2014,4,"17"
"16","60174","Kane County",7204,2014-12-29,2015-01-02,"Standard Class","MG-17890","Michael Granlund","Home Office","Saint Charles","IL","Central","FUR-FU-10002111","Furniture","Furnishings","Master Caster Door Stop, Large Brown",8.736,3,60,-4.8048,"Dec",2014,4,"17"
"17","60174","Kane County",7913,2016-04-28,2016-04-30,"Second Class","RB-19570","Rob Beeghly","Consumer","Saint Charles","IL","Central","FUR-FU-10001602","Furniture","Furnishings","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",30.344,2,60,-31.8612,"Apr",2016,2,"17"
"18","60174","Kane County",8286,2015-12-21,2015-12-26,"Second Class","SZ-20035","Sam Zeldin","Home Office","Saint Charles","IL","Central","FUR-FU-10003039","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",51.756,3,60,-33.6414,"Dec",2015,5,"17"
"19","60188","DuPage County",3489,2015-07-02,2015-07-06,"Standard Class","RH-19600","Rob Haberlin","Consumer","Carol Stream","IL","Central","FUR-CH-10004086","Furniture","Chairs","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",408.422,2,30,-5.83460000000002,"Jul",2015,4,"17"
"20","60188","DuPage County",3490,2015-07-02,2015-07-06,"Standard Class","RH-19600","Rob Haberlin","Consumer","Carol Stream","IL","Central","FUR-CH-10003774","Furniture","Chairs","Global Wood Trimmed Manager's Task Chair, Khaki",382.116,6,30,-92.7996,"Jul",2015,4,"17"
"21","60201","Cook County",1351,2014-10-03,2014-10-08,"Second Class","BP-11290","Beth Paige","Consumer","Evanston","IL","Central","FUR-CH-10002880","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",258.279,3,30,-70.1043,"Oct",2014,5,"17"
"22","60477","Cook County",3403,2015-05-04,2015-05-05,"First Class","LA-16780","Laura Armstrong","Corporate","Tinley Park","IL","Central","FUR-FU-10001940","Furniture","Furnishings","Staple-based wall hangings",22.288,7,60,-8.9152,"May",2015,1,"17"
"23","60505","Kane County",658,2016-09-19,2016-09-19,"Same Day","EH-14125","Eugene Hildebrand","Home Office","Aurora","IL","Central","FUR-CH-10001215","Furniture","Chairs","Global Troy Executive Leather Low-Back Tilter",701.372,2,30,-50.098,"Sep",2016,0,"17"
"24","60505","Kane County",1382,2016-09-03,2016-09-09,"Standard Class","JK-16120","Julie Kriz","Home Office","Aurora","IL","Central","FUR-FU-10003394","Furniture","Furnishings","Tenex ""The Solids"" Textured Chair Mats",83.952,3,60,-90.2484,"Sep",2016,6,"17"
"25","60505","Kane County",1395,2017-10-09,2017-10-14,"Standard Class","CK-12760","Cyma Kinney","Corporate","Aurora","IL","Central","FUR-TA-10002958","Furniture","Tables","Bevis Oval Conference Table, Walnut",652.45,5,50,-430.617,"Oct",2017,5,"17"
"26","60505","Kane County",1396,2017-10-09,2017-10-14,"Standard Class","CK-12760","Cyma Kinney","Corporate","Aurora","IL","Central","FUR-TA-10001676","Furniture","Tables","Hon 61000 Series Interactive Training Tables",66.645,3,50,-42.6528,"Oct",2017,5,"17"
"27","60505","Kane County",2372,2016-07-07,2016-07-11,"Second Class","BF-11020","Barry Französisch","Corporate","Aurora","IL","Central","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame",60.288,8,60,-27.1296,"Jul",2016,4,"17"
"28","60505","Kane County",2375,2016-07-07,2016-07-11,"Second Class","BF-11020","Barry Französisch","Corporate","Aurora","IL","Central","FUR-CH-10000785","Furniture","Chairs","Global Ergonomic Managers Chair",253.372,2,30,-14.4784,"Jul",2016,4,"17"
"29","60505","Kane County",3520,2015-06-22,2015-06-25,"First Class","MG-17875","Michael Grace","Home Office","Aurora","IL","Central","FUR-TA-10002645","Furniture","Tables","Hon Rectangular Conference Tables",796.425,7,50,-525.6405,"Jun",2015,3,"17"
"30","60505","Kane County",4359,2017-12-11,2017-12-11,"Same Day","RR-19315","Ralph Ritter","Consumer","Aurora","IL","Central","FUR-FU-10004306","Furniture","Furnishings","Electrix Halogen Magnifier Lamp",77.72,1,60,-66.062,"Dec",2017,0,"17"
"31","60505","Kane County",4360,2017-12-11,2017-12-11,"Same Day","RR-19315","Ralph Ritter","Consumer","Aurora","IL","Central","FUR-CH-10003973","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",520.464,2,30,-14.8704,"Dec",2017,0,"17"
"32","60505","Kane County",4722,2014-06-07,2014-06-11,"Second Class","NR-18550","Nick Radford","Consumer","Aurora","IL","Central","FUR-TA-10002041","Furniture","Tables","Bevis Round Conference Table Top, X-Base",268.935,3,50,-209.7693,"Jun",2014,4,"17"
"33","60505","Kane County",6949,2015-04-25,2015-04-29,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","Aurora","IL","Central","FUR-CH-10003535","Furniture","Chairs","Global Armless Task Chair, Royal Blue",128.058,3,30,-23.7822,"Apr",2015,4,"17"
"34","60505","Kane County",7879,2016-11-29,2016-12-04,"Second Class","DR-12940","Daniel Raglin","Home Office","Aurora","IL","Central","FUR-FU-10003806","Furniture","Furnishings","Tenex Chairmat w/ Average Lip, 45"" x 53""",242.176,4,60,-302.72,"Nov",2016,5,"17"
"35","60505","Kane County",8268,2017-01-30,2017-02-06,"Standard Class","LP-17095","Liz Preis","Consumer","Aurora","IL","Central","FUR-TA-10003469","Furniture","Tables","Balt Split Level Computer Training Table",69.375,1,50,-47.175,"Jan",2017,7,"17"
"36","60505","Kane County",8944,2017-10-10,2017-10-16,"Standard Class","SW-20245","Scot Wooten","Consumer","Aurora","IL","Central","FUR-CH-10001545","Furniture","Chairs","Hon Comfortask Task/Swivel Chairs",239.358,3,30,-47.8716,"Oct",2017,6,"17"
"37","60540","DuPage County",6899,2015-05-24,2015-05-26,"Second Class","VS-21820","Vivek Sundaresam","Consumer","Naperville","IL","Central","FUR-CH-10002880","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",602.651,7,30,-163.5767,"May",2015,2,"17"
"38","60610","Cook County",67,2015-04-30,2015-05-05,"Standard Class","PS-18970","Paul Stevenson","Home Office","Chicago","IL","Central","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray",213.115,5,30,-15.2225,"Apr",2015,5,"17"
"39","60610","Cook County",239,2016-06-04,2016-06-09,"Second Class","KL-16645","Ken Lonsdale","Consumer","Chicago","IL","Central","FUR-FU-10000576","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",419.68,5,60,-356.728,"Jun",2016,5,"17"
"40","60610","Cook County",240,2016-06-04,2016-06-09,"Second Class","KL-16645","Ken Lonsdale","Consumer","Chicago","IL","Central","FUR-FU-10004351","Furniture","Furnishings","Staple-based wall hangings",11.688,3,60,-4.6752,"Jun",2016,5,"17"
"41","60610","Cook County",242,2016-06-04,2016-06-09,"Second Class","KL-16645","Ken Lonsdale","Consumer","Chicago","IL","Central","FUR-TA-10002607","Furniture","Tables","KI Conference Tables",177.225,5,50,-120.513,"Jun",2016,5,"17"
"42","60610","Cook County",243,2016-06-04,2016-06-09,"Second Class","KL-16645","Ken Lonsdale","Consumer","Chicago","IL","Central","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories",4.044,3,60,-2.8308,"Jun",2016,5,"17"
"43","60610","Cook County",580,2017-07-20,2017-07-26,"Standard Class","CS-11950","Carlos Soltero","Consumer","Chicago","IL","Central","FUR-FU-10001475","Furniture","Furnishings","Contract Clock, 14"", Brown",8.792,1,60,-5.7148,"Jul",2017,6,"17"
"44","60610","Cook County",1714,2017-09-08,2017-09-13,"Second Class","MM-18055","Michelle Moray","Consumer","Chicago","IL","Central","FUR-TA-10004289","Furniture","Tables","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",765.625,7,50,-566.5625,"Sep",2017,5,"17"
"45","60610","Cook County",1810,2016-10-23,2016-10-29,"Standard Class","HK-14890","Heather Kirkland","Corporate","Chicago","IL","Central","FUR-FU-10001196","Furniture","Furnishings","DAX Cubicle Frames - 8x10",16.156,7,60,-12.117,"Oct",2016,6,"17"
"46","60610","Cook County",2239,2017-04-20,2017-04-26,"Standard Class","SJ-20125","Sanjit Jacobs","Home Office","Chicago","IL","Central","FUR-FU-10004597","Furniture","Furnishings","Eldon Cleatmat Chair Mats for Medium Pile Carpets",44.4,2,60,-52.17,"Apr",2017,6,"17"
"47","60610","Cook County",3437,2015-09-27,2015-09-29,"First Class","NM-18520","Neoma Murray","Consumer","Chicago","IL","Central","FUR-FU-10003849","Furniture","Furnishings","DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,60,-12.7512,"Sep",2015,2,"17"
"48","60610","Cook County",4544,2015-07-12,2015-07-17,"Second Class","RL-19615","Rob Lucas","Consumer","Chicago","IL","Central","FUR-CH-10004477","Furniture","Chairs","Global Push Button Manager's Chair, Indigo",383.607,9,30,-5.48010000000002,"Jul",2015,5,"17"
"49","60610","Cook County",4549,2015-07-12,2015-07-17,"Second Class","RL-19615","Rob Lucas","Consumer","Chicago","IL","Central","FUR-FU-10001861","Furniture","Furnishings","Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",7.76,1,60,-2.134,"Jul",2015,5,"17"
"50","60610","Cook County",4773,2017-11-23,2017-11-27,"Standard Class","CM-12385","Christopher Martinez","Consumer","Chicago","IL","Central","FUR-FU-10004909","Furniture","Furnishings","Contemporary Wood/Metal Frame",6.464,1,60,-4.04,"Nov",2017,4,"17"
"51","60610","Cook County",5095,2014-12-06,2014-12-10,"Standard Class","BK-11260","Berenike Kampe","Consumer","Chicago","IL","Central","FUR-TA-10004086","Furniture","Tables","KI Adjustable-Height Table",214.95,5,50,-120.372,"Dec",2014,4,"17"
"52","60610","Cook County",5097,2014-12-06,2014-12-10,"Standard Class","BK-11260","Berenike Kampe","Consumer","Chicago","IL","Central","FUR-FU-10002088","Furniture","Furnishings","Nu-Dell Float Frame 11 x 14 1/2",10.776,3,60,-4.8492,"Dec",2014,4,"17"
"53","60610","Cook County",5113,2015-11-13,2015-11-13,"Same Day","HA-14905","Helen Abelman","Consumer","Chicago","IL","Central","FUR-FU-10001025","Furniture","Furnishings","Eldon Imàge Series Desk Accessories, Clear",17.496,9,60,-7.4358,"Nov",2015,0,"17"
"54","60610","Cook County",5568,2017-03-13,2017-03-13,"Same Day","SU-20665","Stephanie Ulpright","Home Office","Chicago","IL","Central","FUR-CH-10003606","Furniture","Chairs","SAFCO Folding Chair Trolley",89.768,1,30,-2.5648,"Mar",2017,0,"17"
"55","60610","Cook County",5678,2014-12-29,2015-01-05,"Standard Class","ZC-21910","Zuschuss Carroll","Consumer","Chicago","IL","Central","FUR-FU-10000193","Furniture","Furnishings","Tenex Chairmats For Use with Hard Floors",38.976,3,60,-50.6688,"Dec",2014,7,"17"
"56","60610","Cook County",5800,2014-08-20,2014-08-25,"Second Class","CR-12730","Craig Reiter","Consumer","Chicago","IL","Central","FUR-CH-10004495","Furniture","Chairs","Global Leather and Oak Executive Chair, Black",421.372,2,30,-6.01960000000005,"Aug",2014,5,"17"
"57","60610","Cook County",6796,2015-11-16,2015-11-20,"Standard Class","MC-17605","Matt Connell","Corporate","Chicago","IL","Central","FUR-FU-10001215","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",34.504,2,60,-15.5268,"Nov",2015,4,"17"
"58","60610","Cook County",7447,2017-02-03,2017-02-07,"Second Class","RD-19810","Ross DeVincentis","Home Office","Chicago","IL","Central","FUR-FU-10004597","Furniture","Furnishings","Eldon Cleatmat Chair Mats for Medium Pile Carpets",22.2,1,60,-26.085,"Feb",2017,4,"17"
"59","60610","Cook County",7563,2016-09-03,2016-09-07,"Standard Class","RB-19570","Rob Beeghly","Consumer","Chicago","IL","Central","FUR-BO-10003894","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,30,0,"Sep",2016,4,"17"
"60","60610","Cook County",8129,2017-08-26,2017-09-01,"Standard Class","DP-13000","Darren Powers","Consumer","Chicago","IL","Central","FUR-FU-10000222","Furniture","Furnishings","Seth Thomas 16"" Steel Case Clock",64.96,5,60,-43.848,"Aug",2017,6,"17"
"61","60610","Cook County",9537,2017-06-12,2017-06-14,"Second Class","TS-21610","Troy Staebel","Consumer","Chicago","IL","Central","FUR-FU-10002364","Furniture","Furnishings","Eldon Expressions Wood Desk Accessories, Oak",8.856,3,60,-6.8634,"Jun",2017,2,"17"
"62","60623","Cook County",255,2015-11-28,2015-12-04,"Standard Class","DR-12880","Dan Reichenbach","Corporate","Chicago","IL","Central","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories",12.132,9,60,-8.4924,"Nov",2015,6,"17"
"63","60623","Cook County",304,2017-11-19,2017-11-23,"Standard Class","JH-15910","Jonathan Howell","Consumer","Chicago","IL","Central","FUR-TA-10002533","Furniture","Tables","BPI Conference Tables",219.075,3,50,-131.445,"Nov",2017,4,"17"
"64","60623","Cook County",1724,2015-12-20,2015-12-25,"Standard Class","KD-16345","Katherine Ducich","Consumer","Chicago","IL","Central","FUR-BO-10003966","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish",359.058,3,30,-71.8116,"Dec",2015,5,"17"
"65","60623","Cook County",1820,2014-05-25,2014-05-29,"Standard Class","JL-15235","Janet Lee","Consumer","Chicago","IL","Central","FUR-FU-10002553","Furniture","Furnishings","Electrix Incandescent Magnifying Lamp, Black",29.32,2,60,-24.189,"May",2014,4,"17"
"66","60623","Cook County",1823,2016-02-16,2016-02-20,"Standard Class","EA-14035","Erin Ashbrook","Corporate","Chicago","IL","Central","FUR-CH-10004754","Furniture","Chairs","Global Stack Chair with Arms, Black",62.958,3,30,-2.6982,"Feb",2016,4,"17"
"67","60623","Cook County",2008,2017-08-03,2017-08-04,"First Class","CM-12190","Charlotte Melton","Consumer","Chicago","IL","Central","FUR-BO-10003034","Furniture","Bookcases","O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,30,-36.6744,"Aug",2017,1,"17"
"68","60623","Cook County",2306,2016-12-23,2016-12-24,"First Class","BP-11185","Ben Peterman","Corporate","Chicago","IL","Central","FUR-BO-10003441","Furniture","Bookcases","Bush Westfield Collection Bookcases, Fully Assembled",141.372,2,30,-14.1372,"Dec",2016,1,"17"
"69","60623","Cook County",2515,2016-11-11,2016-11-17,"Standard Class","BB-11545","Brenda Bowman","Corporate","Chicago","IL","Central","FUR-CH-10004540","Furniture","Chairs","Global Chrome Stack Chair",47.992,2,30,-2.0568,"Nov",2016,6,"17"
"70","60623","Cook County",3173,2016-03-21,2016-03-28,"Standard Class","KT-16465","Kean Takahito","Consumer","Chicago","IL","Central","FUR-CH-10000665","Furniture","Chairs","Global Airflow Leather Mesh Back Chair, Black",528.43,5,30,0,"Mar",2016,7,"17"
"71","60623","Cook County",4226,2014-12-13,2014-12-17,"Standard Class","EB-13840","Ellis Ballard","Corporate","Chicago","IL","Central","FUR-FU-10003930","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",94.428,3,60,-42.4926,"Dec",2014,4,"17"
"72","60623","Cook County",4927,2017-10-19,2017-10-23,"Standard Class","MO-17500","Mary O'Rourke","Consumer","Chicago","IL","Central","FUR-TA-10003008","Furniture","Tables","Lesro Round Back Collection Coffee Table, End Table",91.275,1,50,-67.5435,"Oct",2017,4,"17"
"73","60623","Cook County",6741,2014-05-26,2014-05-31,"Standard Class","MM-18055","Michelle Moray","Consumer","Chicago","IL","Central","FUR-CH-10003981","Furniture","Chairs","Global Commerce Series Low-Back Swivel/Tilt Chairs",359.772,2,30,-5.13960000000006,"May",2014,5,"17"
"74","60623","Cook County",7007,2014-12-15,2014-12-21,"Standard Class","SP-20860","Sung Pak","Corporate","Chicago","IL","Central","FUR-FU-10001546","Furniture","Furnishings","Dana Swing-Arm Lamps",8.544,2,60,-7.476,"Dec",2014,6,"17"
"75","60623","Cook County",7331,2016-11-12,2016-11-13,"First Class","SP-20650","Stephanie Phelps","Corporate","Chicago","IL","Central","FUR-FU-10001037","Furniture","Furnishings","DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.752,6,60,-8.532,"Nov",2016,1,"17"
"76","60623","Cook County",7605,2016-05-27,2016-05-31,"Standard Class","BS-11665","Brian Stugart","Consumer","Chicago","IL","Central","FUR-FU-10003247","Furniture","Furnishings","36X48 HARDFLOOR CHAIRMAT",25.176,3,60,-33.3582,"May",2016,4,"17"
"77","60623","Cook County",7606,2016-05-27,2016-05-31,"Standard Class","BS-11665","Brian Stugart","Consumer","Chicago","IL","Central","FUR-FU-10002191","Furniture","Furnishings","G.E. Halogen Desk Lamp Bulbs",5.584,2,60,-1.6752,"May",2016,4,"17"
"78","60623","Cook County",8111,2017-11-18,2017-11-23,"Standard Class","RD-19930","Russell D'Ascenzo","Consumer","Chicago","IL","Central","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy",127.386,2,30,-25.4772,"Nov",2017,5,"17"
"79","60623","Cook County",8187,2015-09-13,2015-09-17,"Second Class","AG-10900","Arthur Gainer","Consumer","Chicago","IL","Central","FUR-CH-10003817","Furniture","Chairs","Global Value Steno Chair, Gray",170.072,4,30,-12.148,"Sep",2015,4,"17"
"80","60623","Cook County",8984,2016-03-06,2016-03-12,"Standard Class","LC-16870","Lena Cacioppo","Consumer","Chicago","IL","Central","FUR-FU-10003773","Furniture","Furnishings","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",159.04,5,60,-194.824,"Mar",2016,6,"17"
"81","60623","Cook County",8985,2016-03-06,2016-03-12,"Standard Class","LC-16870","Lena Cacioppo","Consumer","Chicago","IL","Central","FUR-TA-10000849","Furniture","Tables","Bevis Rectangular Conference Tables",145.98,2,50,-99.2664,"Mar",2016,6,"17"
"82","60623","Cook County",9353,2017-09-24,2017-09-26,"First Class","RO-19780","Rose O'Brian","Consumer","Chicago","IL","Central","FUR-CH-10003973","Furniture","Chairs","GuestStacker Chair with Chrome Finish Legs",520.464,2,30,-14.8704,"Sep",2017,2,"17"
"83","60653","Cook County",670,2017-06-09,2017-06-13,"Standard Class","MO-17800","Meg O'Connel","Home Office","Chicago","IL","Central","FUR-FU-10002759","Furniture","Furnishings","12-1/2 Diameter Round Wall Clock",23.976,3,60,-14.3856,"Jun",2017,4,"17"
"84","60653","Cook County",671,2017-06-09,2017-06-13,"Standard Class","MO-17800","Meg O'Connel","Home Office","Chicago","IL","Central","FUR-TA-10000688","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",108.925,1,50,-71.8905,"Jun",2017,4,"17"
"85","60653","Cook County",1447,2017-06-13,2017-06-16,"First Class","SD-20485","Shirley Daniels","Home Office","Chicago","IL","Central","FUR-CH-10004289","Furniture","Chairs","Global Super Steno Chair",470.302,7,30,-87.3418,"Jun",2017,3,"17"
"86","60653","Cook County",3334,2017-12-14,2017-12-20,"Standard Class","GM-14455","Gary Mitchum","Home Office","Chicago","IL","Central","FUR-FU-10002963","Furniture","Furnishings","Master Caster Door Stop, Gray",2.032,1,60,-1.3208,"Dec",2017,6,"17"
"87","60653","Cook County",3513,2017-09-04,2017-09-06,"First Class","HW-14935","Helen Wasserman","Corporate","Chicago","IL","Central","FUR-BO-10000112","Furniture","Bookcases","Bush Birmingham Collection Bookcase, Dark Cherry",825.174,9,30,-117.882,"Sep",2017,2,"17"
"88","60653","Cook County",3552,2016-03-29,2016-04-02,"Second Class","ME-17320","Maria Etezadi","Home Office","Chicago","IL","Central","FUR-CH-10002965","Furniture","Chairs","Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",844.116,6,30,-36.1764,"Mar",2016,4,"17"
"89","60653","Cook County",3860,2017-02-17,2017-02-22,"Standard Class","JK-16120","Julie Kriz","Home Office","Chicago","IL","Central","FUR-TA-10001932","Furniture","Tables","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",480.96,3,50,-269.3376,"Feb",2017,5,"17"
"90","60653","Cook County",5158,2017-06-30,2017-07-04,"Second Class","GH-14410","Gary Hansen","Home Office","Chicago","IL","Central","FUR-CH-10000229","Furniture","Chairs","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",569.058,3,30,-178.8468,"Jun",2017,4,"17"
"91","60653","Cook County",5159,2017-06-30,2017-07-04,"Second Class","GH-14410","Gary Hansen","Home Office","Chicago","IL","Central","FUR-FU-10003799","Furniture","Furnishings","Seth Thomas 13 1/2"" Wall Clock",14.224,2,60,-10.3124,"Jun",2017,4,"17"
"92","60653","Cook County",5540,2017-05-22,2017-05-26,"Standard Class","LE-16810","Laurel Elliston","Consumer","Chicago","IL","Central","FUR-CH-10000513","Furniture","Chairs","High-Back Leather Manager's Chair",181.986,2,30,-54.5958,"May",2017,4,"17"
"93","60653","Cook County",6766,2017-04-20,2017-04-24,"Standard Class","SJ-20215","Sarah Jordon","Consumer","Chicago","IL","Central","FUR-CH-10002602","Furniture","Chairs","DMI Arturo Collection Mission-style Design Wood Chair",317.058,3,30,-18.1176,"Apr",2017,4,"17"
"94","60653","Cook County",6768,2017-04-20,2017-04-24,"Standard Class","SJ-20215","Sarah Jordon","Consumer","Chicago","IL","Central","FUR-FU-10002456","Furniture","Furnishings","Master Caster Door Stop, Large Neon Orange",14.56,5,60,-6.188,"Apr",2017,4,"17"
"95","60653","Cook County",6937,2016-09-02,2016-09-04,"First Class","TA-21385","Tom Ashbrook","Home Office","Chicago","IL","Central","FUR-FU-10000277","Furniture","Furnishings","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting",84.272,2,60,-75.8448,"Sep",2016,2,"17"
"96","60653","Cook County",7789,2016-05-17,2016-05-20,"First Class","LW-17215","Luke Weiss","Consumer","Chicago","IL","Central","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame",22.608,3,60,-10.1736,"May",2016,3,"17"
"97","60653","Cook County",8119,2017-07-22,2017-07-27,"Standard Class","EB-13930","Eric Barreto","Consumer","Chicago","IL","Central","FUR-CH-10004997","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs",526.344,4,30,-75.192,"Jul",2017,5,"17"
"98","60653","Cook County",8183,2017-05-18,2017-05-22,"Standard Class","BM-11575","Brendan Murry","Corporate","Chicago","IL","Central","FUR-FU-10004973","Furniture","Furnishings","Flat Face Poster Frame",22.608,3,60,-10.1736,"May",2017,4,"17"
"99","60653","Cook County",8184,2017-05-18,2017-05-22,"Standard Class","BM-11575","Brendan Murry","Corporate","Chicago","IL","Central","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",1.892,1,60,-0.9933,"May",2017,4,"17"
"100","60653","Cook County",8251,2015-03-05,2015-03-09,"Second Class","MS-17365","Maribeth Schnelling","Consumer","Chicago","IL","Central","FUR-FU-10000023","Furniture","Furnishings","Eldon Wave Desk Accessories",4.712,2,60,-1.8848,"Mar",2015,4,"17"
